,Dominant_Topic,Topic_Keywords,Num_Documents,Perc_Documents
2401,8.0,"messaging, chat, client, message, support, bot, room, presence, buddy, real_time",,
2402,187.0,"video, youtube, revver, motion, bring, break, directly, truveo, enhance, hassle",,
2403,152.0,"travel, hotel, booking, holiday, reservation, attraction, room, accommodation, worldwide, destination",,
2404,192.0,"ecommerce, item, shop, online, shopping, seller, buyer, feedback, etsy, regular",,
2405,192.0,"ecommerce, item, shop, online, shopping, seller, buyer, feedback, etsy, regular",,
2406,146.0,"document, sign, docusign, electronic_signature, send, directly, contract, pdf, esignature, electronically",,
2407,128.0,"business, company, enterprise, small, directory, appointment, corporate, reference, sized, found",,
2408,60.0,"game, play, player, guess, score, winner, puzzle, challenge, strategy, genre",,
2409,22.0,"event, ticket, concert, calendar, venue, eventful, entertainment, live, purchase, seatwave",,
2410,54.0,"music, artist, listen, audio, album, band, song, genre, myspace, musical",,
2411,11.0,"feed, news, display, podcast, rss, reader, feedburner, blogge, favorite, subscription",,
2412,113.0,"send, message, messaging, receive, sms, text, telephony, text_message, notification, alert",,
2413,163.0,"traffic, report, base, highlight, transportation, earthquake, issue, incident, road, highway",,
2414,70.0,"stock, bitcoin, currency, price, market, financial, trade, order, exchange, sell",,
2415,129.0,"mapping, german, french, mashup, italian, spanish, google_maps, chinese, mash, nice",,
2416,126.0,"share, favorite, friend, social, save, facebook_friend, couple, facebook, online, brand",,
2417,154.0,"music, lyric, song, play, playlist, artist, listen, spotify, rhapsody, rdio",,
2418,188.0,"note, work, idea, thing, site, goal, life, main, promote, part",,
2419,193.0,"product, ecommerce, review, merchant, brand, catalog, million, price, retailer, shopping",,
2420,182.0,"environment, cost, energy, home, solar, impact, sustainability, reduce, level, environmental",,
2421,150.0,"mobile, phone, telephony, android, cell_phone, friendly, mobile_phone, anytime, smartphone, carrier",,
2422,28.0,"education, school, student, college, class, age, parent, family, campus, child",,
2423,42.0,"home, property, rental, sale, neighborhood, mapping, apartment, real_estate, housing, rent",,
2424,152.0,"travel, hotel, booking, holiday, reservation, attraction, room, accommodation, worldwide, destination",,
2425,154.0,"music, lyric, song, play, playlist, artist, listen, spotify, rhapsody, rdio",,
2426,90.0,"video, stream, tv, audio, channel, play, medium, live, streaming, player",,
2427,26.0,"datum, data, collect, read, write, gather, case, research, reverse, publishing",,
2428,143.0,"advertising, marketing, campaign, ad, target, affiliate, generate, referral, earn, manage",,
2429,74.0,"deal, offer, ecommerce, coupon, discount, special, buy, localization, aggregate, shopping",,
2430,169.0,"mapping, map, spot, parking, party, interactive, downtown, fast, plot, googlemap",,
2431,15.0,"humor, random, quote, social, character, entertainment, cool, wall, sound, funny",,
2432,168.0,"keyword, tool, seo, thousand, relevant, hundred, marketing, analyze, make, optimize",,
2433,177.0,"restaurant, food, bar, order, venue, review, pub, menu, recipe, nearby",,
2434,129.0,"mapping, german, french, mashup, italian, spanish, google_maps, chinese, mash, nice",,
2435,8.0,"messaging, chat, client, message, support, bot, room, presence, buddy, real_time",,
2436,21.0,"app, mobile, allows_user, make, utility, humor, apps, handy, restful, api",,
2437,177.0,"restaurant, food, bar, order, venue, review, pub, menu, recipe, nearby",,
2438,129.0,"mapping, german, french, mashup, italian, spanish, google_maps, chinese, mash, nice",,
2439,24.0,"photo, flickr, image, upload, describe, launch, interestingness, interesting, exploration, paragraph",,
2440,134.0,"world, country, mapping, real, large, telephone, national, common, virtual, require",,
2441,75.0,"sport, team, fan, score, player, football, stadium, court, league, basketball",,
2442,19.0,"recommendation, similar, find, discover, beer, recommend, power, love, enjoy, personalized",,
2443,8.0,"messaging, chat, client, message, support, bot, room, presence, buddy, real_time",,
2444,154.0,"music, lyric, song, play, playlist, artist, listen, spotify, rhapsody, rdio",,
2445,178.0,"top, day, show, reference, category, rank, month, year, present, week",,
2446,23.0,"language, translation, learn, translate, bing, speak, original, detect, translator, native",,
2447,125.0,"reference, science, global, browse, tree, museum, category, present, gallery, earth",,
2448,84.0,"auction, drive, distance, calculate, fetch, ebay_auction, ecommerce_auction, bid, origin, taxi",,
2449,152.0,"travel, hotel, booking, holiday, reservation, attraction, room, accommodation, worldwide, destination",,
2450,106.0,"health, activity, weight, fitness, medical, track, connect, care, healthy, nutrition",,
2451,162.0,"travel, plan, trip, destination, tourism, traveler, planning, itinerary, greek, experience",,
2452,133.0,"click, view, link, window, button, select, icon, mouse, webpage, hover",,
2453,143.0,"advertising, marketing, campaign, ad, target, affiliate, generate, referral, earn, manage",,
2454,75.0,"sport, team, fan, score, player, football, stadium, court, league, basketball",,
2455,132.0,"api, provide, access, include, block, variety, restful, invite, rest, error",,
2456,42.0,"home, property, rental, sale, neighborhood, mapping, apartment, real_estate, housing, rent",,
2457,156.0,"widget, gadget, display, slideshow, desktop, homepage, embed, presentation, imageloop, google_gadget",,
2458,172.0,"file, storage, cloud, upload, store, download, share, file_share, document, folder",,
2459,189.0,"website, site, integrate, visitor, put, complete, fully, scrape, favourite, tokbox",,
2460,184.0,"transportation, route, bus, time, stop, estimate, schedule, transit, train, arrival",,
2461,91.0,"shipping, service, package, mail, ship, delivery, order, internet, rate, tracking",,
2462,111.0,"mapping, plot, google_map, position, path, earth, satellite, title, social_networking, pie",,
2463,156.0,"widget, gadget, display, slideshow, desktop, homepage, embed, presentation, imageloop, google_gadget",,
2464,197.0,"work, safe, religion, adult, quick, traditional, copyright, put, registry, creative",,
2465,184.0,"transportation, route, bus, time, stop, estimate, schedule, transit, train, arrival",,
2466,129.0,"mapping, german, french, mashup, italian, spanish, google_maps, chinese, mash, nice",,
2467,39.0,"social, multiple, aggregate, aggregation, management, user, app, major, feedly, webhook",,
2468,59.0,"track, show, info, mashup, popular, download, lover, free, stream, review",,
2469,152.0,"travel, hotel, booking, holiday, reservation, attraction, room, accommodation, worldwide, destination",,
2470,88.0,"search, result, instant, type, instantly, features_include, cluster, similarity, gif, ebook",,
2471,54.0,"music, artist, listen, audio, album, band, song, genre, myspace, musical",,
2472,55.0,"trend, top, popular, move, daily, hot, late, news_storie, mash, day",,
2473,161.0,"statistic, datum, information, demographic, reference, stat, detailed, population, average, county",,
2474,60.0,"game, play, player, guess, score, winner, puzzle, challenge, strategy, genre",,
2475,196.0,"analytic, tool, analysis, analyze, dashboard, perform, influence, tracker, report, engage",,
2476,159.0,"answer, question, give, knowledge, test, base, website, deliver, engine, pass",,
2477,95.0,"word, phrase, feel, dictionary, reference, extract, human, definition, sentence, machine",,
2478,9.0,"movie, celebrity, tv, watch, favorite, trailer, film, actor, celebritie, title",,
2479,54.0,"music, artist, listen, audio, album, band, song, genre, myspace, musical",,
2480,53.0,"review, rating, rank, popularity, ranking, rate, distribution, user_generated, power, recommendation",,
2481,74.0,"deal, offer, ecommerce, coupon, discount, special, buy, localization, aggregate, shopping",,
2482,152.0,"travel, hotel, booking, holiday, reservation, attraction, room, accommodation, worldwide, destination",,
2483,185.0,"software, management, manage, integration, lead, professional, industry, include, deliver, solution",,
2484,107.0,"weather, current, forecast, condition, detailed, prediction, predict, wind, weather_forecast, storm",,
2485,25.0,"news, article, source, late, news_services, read, topic, aggregation, news_service, aggregator",,
2486,95.0,"word, phrase, feel, dictionary, reference, extract, human, definition, sentence, machine",,
2487,9.0,"movie, celebrity, tv, watch, favorite, trailer, film, actor, celebritie, title",,
2488,43.0,"history, year, collection, reference, trivia, historical, photograph, change, explore, geographically",,
2489,42.0,"home, property, rental, sale, neighborhood, mapping, apartment, real_estate, housing, rent",,
2490,184.0,"transportation, route, bus, time, stop, estimate, schedule, transit, train, arrival",,
2491,109.0,"guide, travel, mapping, tour, virtual, visit, activity, thousand, boat, operator",,
2492,122.0,"date, match, single, time, speed, minute, base, secure, option, nice",,
2493,129.0,"mapping, german, french, mashup, italian, spanish, google_maps, chinese, mash, nice",,
2494,74.0,"deal, offer, ecommerce, coupon, discount, special, buy, localization, aggregate, shopping",,
2495,184.0,"transportation, route, bus, time, stop, estimate, schedule, transit, train, arrival",,
2496,54.0,"music, artist, listen, audio, album, band, song, genre, myspace, musical",,
2497,190.0,"messaging, email, late, back, keyword, mobile_messaging, follow, mobile, obtain, change",,
2498,156.0,"widget, gadget, display, slideshow, desktop, homepage, embed, presentation, imageloop, google_gadget",,
2499,193.0,"product, ecommerce, review, merchant, brand, catalog, million, price, retailer, shopping",,
2500,0.0,"live, mapping, show, screen, webcam, future, race, big, cam, net",,
2501,97.0,"link, url, page, short, generate, shorten, long, preview, post, make",,
2502,161.0,"statistic, datum, information, demographic, reference, stat, detailed, population, average, county",,
2503,61.0,"video, watch, related, watch_videos, generate, videosurf, find, dance, full, funny",,
2504,22.0,"event, ticket, concert, calendar, venue, eventful, entertainment, live, purchase, seatwave",,
2505,134.0,"world, country, mapping, real, large, telephone, national, common, virtual, require",,
2506,156.0,"widget, gadget, display, slideshow, desktop, homepage, embed, presentation, imageloop, google_gadget",,
2507,96.0,"social, profile, follow, people, person, badge, avatar, achievement, social_networke, pinterest",,
2508,50.0,"browser, base, plugin, make, desktop, plug, important, library, extension, modern",,
2509,9.0,"movie, celebrity, tv, watch, favorite, trailer, film, actor, celebritie, title",,
2510,186.0,"list, join, retrieve, table, ready, wait, username, extra, compile, patron",,
2511,171.0,"request, return, query, parameter, type, specific, receive, http, accept, variety",,
2512,75.0,"sport, team, fan, score, player, football, stadium, court, league, basketball",,
2513,53.0,"review, rating, rank, popularity, ranking, rate, distribution, user_generated, power, recommendation",,
2514,10.0,"price, ecommerce, item, alert, pricing, criterion, low, amazon, actual, filter",,
2515,177.0,"restaurant, food, bar, order, venue, review, pub, menu, recipe, nearby",,
2516,183.0,"photo, flickr, camera, geotagge, album, photography, panoramio, photographer, photo_share, uploaded",,
2517,69.0,"payment, money, account, financial, transaction, pay, digital, manage, invoice, order",,
2518,12.0,"blog, blogge, blogging, forum, wordpress, spam, blogger, plugin, reader, discussion",,
2519,2.0,"rate, level, free, turn, potential, accurate, average, global, determine, require",,
2520,181.0,"application, user, access, integrate, instal, token, million, additionally, programmatic, build",,
2521,22.0,"event, ticket, concert, calendar, venue, eventful, entertainment, live, purchase, seatwave",,
2522,198.0,"mapping, sport, route, direction, bike, cycling, ride, trail, gps, run",,
2523,82.0,"service, offer, online, provider, management, regard, lets_user, mechanism, robust, clicking",,
2524,122.0,"date, match, single, time, speed, minute, base, secure, option, nice",,
2525,170.0,"job, search, company, search_engine, manager, posting, interview, board, hire, finder",,
2526,113.0,"send, message, messaging, receive, sms, text, telephony, text_message, notification, alert",,
2527,42.0,"home, property, rental, sale, neighborhood, mapping, apartment, real_estate, housing, rent",,
2528,84.0,"auction, drive, distance, calculate, fetch, ebay_auction, ecommerce_auction, bid, origin, taxi",,
2529,37.0,"call, telephony, voice, phone, record, message, pin, dial, audio, recording",,
2530,182.0,"environment, cost, energy, home, solar, impact, sustainability, reduce, level, environmental",,
2531,54.0,"music, artist, listen, audio, album, band, song, genre, myspace, musical",,
2532,162.0,"travel, plan, trip, destination, tourism, traveler, planning, itinerary, greek, experience",,
2533,172.0,"file, storage, cloud, upload, store, download, share, file_share, document, folder",,
2534,22.0,"event, ticket, concert, calendar, venue, eventful, entertainment, live, purchase, seatwave",,
2535,76.0,"crime, voice, text, mobile, speech, recognition, police, safety, recognize, messaging",,
2536,40.0,"friend, social, share, family, gift, social_network, stay, encourage, birthday, setup",,
2537,129.0,"mapping, german, french, mashup, italian, spanish, google_maps, chinese, mash, nice",,
2538,162.0,"travel, plan, trip, destination, tourism, traveler, planning, itinerary, greek, experience",,
2539,112.0,"account, multiple, monitor, automatically, monitoring, sync, setting, skill, connect, subscriber",,
2540,192.0,"ecommerce, item, shop, online, shopping, seller, buyer, feedback, etsy, regular",,
2541,47.0,"location, mapping, locate, nearby, locator, cell, approximate, simply, relation, aggregate",,
2542,75.0,"sport, team, fan, score, player, football, stadium, court, league, basketball",,
2543,112.0,"account, multiple, monitor, automatically, monitoring, sync, setting, skill, connect, subscriber",,
2544,33.0,"image, photo, thumbnail, preview, size, tile, collage, screenshot, upload, archive",,
2545,28.0,"education, school, student, college, class, age, parent, family, campus, child",,
2546,48.0,"twitter, tweet, twitt, blogging, blogge, follower, timeline, hashtag, retweet, twitpic",,
2547,85.0,"listing, search, craigslist, category, comprehensive, property, narrow, collection, provide, flag",,
2548,9.0,"movie, celebrity, tv, watch, favorite, trailer, film, actor, celebritie, title",,
2549,110.0,"design, automate, process, sale, creation, salesforce, dynamic, system, management, part",,
2550,78.0,"tag, search, browse, classification, tagging, set, space, lets_user, description, hash",,
2551,99.0,"find, mashup, computer, pet, animal, lose, step, simply, wedding, supply",,
2552,117.0,"area, line, emergency, status, conversation, mashup, cover, current, field, fire",,
2553,108.0,"government, vote, financial, campaign, candidate, poll, political, contribution, organization, election",,
2554,136.0,"bookmark, story, popular, link, digg, submit, bookmarklet, figure, bookmarke, dig",,
2555,95.0,"word, phrase, feel, dictionary, reference, extract, human, definition, sentence, machine",,
2556,94.0,"city, mapping, mashup, town, scene, find, test, tribe, awareness, interact",,
2557,8.0,"messaging, chat, client, message, support, bot, room, presence, buddy, real_time",,
2558,31.0,"point, interest, end, start, place, earth, simple, element, reach, advantage",,
2559,44.0,"information, source, relate, portal, australian, pull, present, gather, offering, fully",,
2560,28.0,"education, school, student, college, class, age, parent, family, campus, child",,
2561,152.0,"travel, hotel, booking, holiday, reservation, attraction, room, accommodation, worldwide, destination",,
2562,28.0,"education, school, student, college, class, age, parent, family, campus, child",,
2563,149.0,"find, area, stuff, store, golf, great, club, finder, ideal, thing",,
2564,122.0,"date, match, single, time, speed, minute, base, secure, option, nice",,
2565,120.0,"photo, picture, instagram, post, pick, shot, tonight, interested, photoset, printable",,
2566,11.0,"feed, news, display, podcast, rss, reader, feedburner, blogge, favorite, subscription",,
2567,99.0,"find, mashup, computer, pet, animal, lose, step, simply, wedding, supply",,
2568,79.0,"provide, program, high, focus, issue, base, site, trust, human, automatic",,
2569,46.0,"art, print, design, create, wine, card, graphic, customization, demand, winery",,
2570,170.0,"job, search, company, search_engine, manager, posting, interview, board, hire, finder",,
2571,40.0,"friend, social, share, family, gift, social_network, stay, encourage, birthday, setup",,
2572,22.0,"event, ticket, concert, calendar, venue, eventful, entertainment, live, purchase, seatwave",,
2573,9.0,"movie, celebrity, tv, watch, favorite, trailer, film, actor, celebritie, title",,
2574,54.0,"music, artist, listen, audio, album, band, song, genre, myspace, musical",,
2575,171.0,"request, return, query, parameter, type, specific, receive, http, accept, variety",,
2576,113.0,"send, message, messaging, receive, sms, text, telephony, text_message, notification, alert",,
2577,152.0,"travel, hotel, booking, holiday, reservation, attraction, room, accommodation, worldwide, destination",,
2578,162.0,"travel, plan, trip, destination, tourism, traveler, planning, itinerary, greek, experience",,
2579,9.0,"movie, celebrity, tv, watch, favorite, trailer, film, actor, celebritie, title",,
2580,7.0,"user, enable, interact, windows_live, type, create, blog, european, people, associate",,
2581,163.0,"traffic, report, base, highlight, transportation, earthquake, issue, incident, road, highway",,
2582,90.0,"video, stream, tv, audio, channel, play, medium, live, streaming, player",,
2583,130.0,"auto, classified, sale, ecommerce, car, vehicle, auction, insurance, gear, classified_ad",,
2584,194.0,"enterprise, integrate, solution, software, management, technology, business, partner, cloud, capability",,
2585,84.0,"auction, drive, distance, calculate, fetch, ebay_auction, ecommerce_auction, bid, origin, taxi",,
2586,38.0,"station, flight, travel, information, airport, status, delay, airline, international, travel_air",,
2587,75.0,"sport, team, fan, score, player, football, stadium, court, league, basketball",,
2588,69.0,"payment, money, account, financial, transaction, pay, digital, manage, invoice, order",,
2589,16.0,"book, library, cover, title, ebook, read, author, catalog, publish, isbn",,
2590,22.0,"event, ticket, concert, calendar, venue, eventful, entertainment, live, purchase, seatwave",,
2591,68.0,"free, open, download, database, license, http, build, charge, register, wiki",,
2592,198.0,"mapping, sport, route, direction, bike, cycling, ride, trail, gps, run",,
2593,9.0,"movie, celebrity, tv, watch, favorite, trailer, film, actor, celebritie, title",,
2594,94.0,"city, mapping, mashup, town, scene, find, test, tribe, awareness, interact",,
2595,156.0,"widget, gadget, display, slideshow, desktop, homepage, embed, presentation, imageloop, google_gadget",,
2596,34.0,"internet, device, connect, thing, pc, smart, smartphone, sensor, detect, gps",,
2597,37.0,"call, telephony, voice, phone, record, message, pin, dial, audio, recording",,
2598,17.0,"visualization, chart, graph, visualize, interactive, represent, timeline, visually, bubble, scatter",,
2599,60.0,"game, play, player, guess, score, winner, puzzle, challenge, strategy, genre",,
2600,37.0,"call, telephony, voice, phone, record, message, pin, dial, audio, recording",,
2601,55.0,"trend, top, popular, move, daily, hot, late, news_storie, mash, day",,
2602,43.0,"history, year, collection, reference, trivia, historical, photograph, change, explore, geographically",,
2603,88.0,"search, result, instant, type, instantly, features_include, cluster, similarity, gif, ebook",,
2604,12.0,"blog, blogge, blogging, forum, wordpress, spam, blogger, plugin, reader, discussion",,
2605,116.0,"group, public, organize, private, survey, organization, inspire, water, company, leader",,
2606,187.0,"video, youtube, revver, motion, bring, break, directly, truveo, enhance, hassle",,
2607,47.0,"location, mapping, locate, nearby, locator, cell, approximate, simply, relation, aggregate",,
2608,179.0,"version, option, choose, provide, building, support, read, full, enhance, flexible",,
2609,154.0,"music, lyric, song, play, playlist, artist, listen, spotify, rhapsody, rdio",,
2610,178.0,"top, day, show, reference, category, rank, month, year, present, week",,
2611,54.0,"music, artist, listen, audio, album, band, song, genre, myspace, musical",,
2612,40.0,"friend, social, share, family, gift, social_network, stay, encourage, birthday, setup",,
2613,107.0,"weather, current, forecast, condition, detailed, prediction, predict, wind, weather_forecast, storm",,
2614,48.0,"twitter, tweet, twitt, blogging, blogge, follower, timeline, hashtag, retweet, twitpic",,
2615,103.0,"twitter, social, facebook, realtime, humor, blogge, apis, chatter, latest, interface",,
2616,152.0,"travel, hotel, booking, holiday, reservation, attraction, room, accommodation, worldwide, destination",,
2617,25.0,"news, article, source, late, news_services, read, topic, aggregation, news_service, aggregator",,
2618,83.0,"text, semantic, content, sentiment, identify, subject, extraction, extract, keyword, processing",,
2619,53.0,"review, rating, rank, popularity, ranking, rate, distribution, user_generated, power, recommendation",,
2620,159.0,"answer, question, give, knowledge, test, base, website, deliver, engine, pass",,
2621,73.0,"site, user, interface, install, air, long, people, customize, competitive, meta",,
2622,16.0,"book, library, cover, title, ebook, read, author, catalog, publish, isbn",,
2623,41.0,"ecommerce, store, online, buy, sell, purchase, product, shopper, social, commerce",,
2624,9.0,"movie, celebrity, tv, watch, favorite, trailer, film, actor, celebritie, title",,
2625,162.0,"travel, plan, trip, destination, tourism, traveler, planning, itinerary, greek, experience",,
2626,107.0,"weather, current, forecast, condition, detailed, prediction, predict, wind, weather_forecast, storm",,
2627,27.0,"time, hour, schedule, current, log, meeting, spend, today, period, update",,
2628,46.0,"art, print, design, create, wine, card, graphic, customization, demand, winery",,
2629,197.0,"work, safe, religion, adult, quick, traditional, copyright, put, registry, creative",,
2630,106.0,"health, activity, weight, fitness, medical, track, connect, care, healthy, nutrition",,
2631,54.0,"music, artist, listen, audio, album, band, song, genre, myspace, musical",,
2632,177.0,"restaurant, food, bar, order, venue, review, pub, menu, recipe, nearby",,
2633,70.0,"stock, bitcoin, currency, price, market, financial, trade, order, exchange, sell",,
2634,131.0,"project, collaboration, report, charity, tool, crowdsource, classroom, simple, donate, basecamp",,
2635,190.0,"messaging, email, late, back, keyword, mobile_messaging, follow, mobile, obtain, change",,
2636,94.0,"city, mapping, mashup, town, scene, find, test, tribe, awareness, interact",,
2637,187.0,"video, youtube, revver, motion, bring, break, directly, truveo, enhance, hassle",,
2638,177.0,"restaurant, food, bar, order, venue, review, pub, menu, recipe, nearby",,
2639,31.0,"point, interest, end, start, place, earth, simple, element, reach, advantage",,
2640,41.0,"ecommerce, store, online, buy, sell, purchase, product, shopper, social, commerce",,
2641,108.0,"government, vote, financial, campaign, candidate, poll, political, contribution, organization, election",,
2642,134.0,"world, country, mapping, real, large, telephone, national, common, virtual, require",,
2643,131.0,"project, collaboration, report, charity, tool, crowdsource, classroom, simple, donate, basecamp",,
2644,163.0,"traffic, report, base, highlight, transportation, earthquake, issue, incident, road, highway",,
2645,33.0,"image, photo, thumbnail, preview, size, tile, collage, screenshot, upload, archive",,
2646,173.0,"local, localization, mapping, neighborhood, area, street, get_direction, quality, neighbor, info",,
2647,71.0,"reference, explore, interesting, topic, world, collect, collection, opinion, fact, freebase",,
2648,125.0,"reference, science, global, browse, tree, museum, category, present, gallery, earth",,
2649,152.0,"travel, hotel, booking, holiday, reservation, attraction, room, accommodation, worldwide, destination",,
2650,22.0,"event, ticket, concert, calendar, venue, eventful, entertainment, live, purchase, seatwave",,
2651,185.0,"software, management, manage, integration, lead, professional, industry, include, deliver, solution",,
2652,113.0,"send, message, messaging, receive, sms, text, telephony, text_message, notification, alert",,
2653,46.0,"art, print, design, create, wine, card, graphic, customization, demand, winery",,
2654,61.0,"video, watch, related, watch_videos, generate, videosurf, find, dance, full, funny",,
2655,154.0,"music, lyric, song, play, playlist, artist, listen, spotify, rhapsody, rdio",,
2656,170.0,"job, search, company, search_engine, manager, posting, interview, board, hire, finder",,
2657,68.0,"free, open, download, database, license, http, build, charge, register, wiki",,
2658,18.0,"map, mapping, marker, layer, draw, popup, drawing, zoom, polygon, positioning",,
2659,110.0,"design, automate, process, sale, creation, salesforce, dynamic, system, management, part",,
2660,20.0,"single, combine, browse, base, focus, problem, entire, allows_user, learn, programming",,
2661,42.0,"home, property, rental, sale, neighborhood, mapping, apartment, real_estate, housing, rent",,
2662,20.0,"single, combine, browse, base, focus, problem, entire, allows_user, learn, programming",,
2663,196.0,"analytic, tool, analysis, analyze, dashboard, perform, influence, tracker, report, engage",,
2664,156.0,"widget, gadget, display, slideshow, desktop, homepage, embed, presentation, imageloop, google_gadget",,
2665,177.0,"restaurant, food, bar, order, venue, review, pub, menu, recipe, nearby",,
2666,22.0,"event, ticket, concert, calendar, venue, eventful, entertainment, live, purchase, seatwave",,
2667,183.0,"photo, flickr, camera, geotagge, album, photography, panoramio, photographer, photo_share, uploaded",,
2668,182.0,"environment, cost, energy, home, solar, impact, sustainability, reduce, level, environmental",,
2669,129.0,"mapping, german, french, mashup, italian, spanish, google_maps, chinese, mash, nice",,
2670,28.0,"education, school, student, college, class, age, parent, family, campus, child",,
2671,35.0,"add, site, box, remove, embe, rich, description, future, bring, ability",,
2672,12.0,"blog, blogge, blogging, forum, wordpress, spam, blogger, plugin, reader, discussion",,
2673,25.0,"news, article, source, late, news_services, read, topic, aggregation, news_service, aggregator",,
2674,58.0,"post, social, comment, blogging, twitt, friendfeed, reply, microblogging, status_update, tumblr",,
2675,142.0,"create, custom, unique, customize, base, demand, write, deliver, central, introduce",,
2676,120.0,"photo, picture, instagram, post, pick, shot, tonight, interested, photoset, printable",,
2677,24.0,"photo, flickr, image, upload, describe, launch, interestingness, interesting, exploration, paragraph",,
2678,17.0,"visualization, chart, graph, visualize, interactive, represent, timeline, visually, bubble, scatter",,
2679,74.0,"deal, offer, ecommerce, coupon, discount, special, buy, localization, aggregate, shopping",,
2680,66.0,"find, quickly, easily, close, lot, cheap, easy_way, day, extremely, intelligent",,
2681,67.0,"mapping, government, public, loan, commercial, reference, include, nordic, law, dutch",,
2682,186.0,"list, join, retrieve, table, ready, wait, username, extra, compile, patron",,
2683,124.0,"user, security, account, authentication, enable, identity, secure, register, standard, control",,
2684,140.0,"search, set, vast, mark, thousand, ribbet, theft, flashcard, aggregator, registered",,
2685,198.0,"mapping, sport, route, direction, bike, cycling, ride, trail, gps, run",,
2686,70.0,"stock, bitcoin, currency, price, market, financial, trade, order, exchange, sell",,
2687,190.0,"messaging, email, late, back, keyword, mobile_messaging, follow, mobile, obtain, change",,
2688,66.0,"find, quickly, easily, close, lot, cheap, easy_way, day, extremely, intelligent",,
2689,187.0,"video, youtube, revver, motion, bring, break, directly, truveo, enhance, hassle",,
2690,177.0,"restaurant, food, bar, order, venue, review, pub, menu, recipe, nearby",,
2691,53.0,"review, rating, rank, popularity, ranking, rate, distribution, user_generated, power, recommendation",,
2692,10.0,"price, ecommerce, item, alert, pricing, criterion, low, amazon, actual, filter",,
2693,126.0,"share, favorite, friend, social, save, facebook_friend, couple, facebook, online, brand",,
2694,156.0,"widget, gadget, display, slideshow, desktop, homepage, embed, presentation, imageloop, google_gadget",,
2695,84.0,"auction, drive, distance, calculate, fetch, ebay_auction, ecommerce_auction, bid, origin, taxi",,
2696,186.0,"list, join, retrieve, table, ready, wait, username, extra, compile, patron",,
2697,163.0,"traffic, report, base, highlight, transportation, earthquake, issue, incident, road, highway",,
2698,60.0,"game, play, player, guess, score, winner, puzzle, challenge, strategy, genre",,
2699,111.0,"mapping, plot, google_map, position, path, earth, satellite, title, social_networking, pie",,
2700,75.0,"sport, team, fan, score, player, football, stadium, court, league, basketball",,
2701,11.0,"feed, news, display, podcast, rss, reader, feedburner, blogge, favorite, subscription",,
2702,47.0,"location, mapping, locate, nearby, locator, cell, approximate, simply, relation, aggregate",,
2703,31.0,"point, interest, end, start, place, earth, simple, element, reach, advantage",,
2704,152.0,"travel, hotel, booking, holiday, reservation, attraction, room, accommodation, worldwide, destination",,
2705,24.0,"photo, flickr, image, upload, describe, launch, interestingness, interesting, exploration, paragraph",,
2706,131.0,"project, collaboration, report, charity, tool, crowdsource, classroom, simple, donate, basecamp",,
2707,191.0,"update, real_time, directly, publish, notification, receive, late, subscribe, push, instantly",,
2708,11.0,"feed, news, display, podcast, rss, reader, feedburner, blogge, favorite, subscription",,
2709,20.0,"single, combine, browse, base, focus, problem, entire, allows_user, learn, programming",,
2710,85.0,"listing, search, craigslist, category, comprehensive, property, narrow, collection, provide, flag",,
2711,22.0,"event, ticket, concert, calendar, venue, eventful, entertainment, live, purchase, seatwave",,
2712,189.0,"website, site, integrate, visitor, put, complete, fully, scrape, favourite, tokbox",,
2713,61.0,"video, watch, related, watch_videos, generate, videosurf, find, dance, full, funny",,
2714,27.0,"time, hour, schedule, current, log, meeting, spend, today, period, update",,
2715,25.0,"news, article, source, late, news_services, read, topic, aggregation, news_service, aggregator",,
2716,77.0,"site, free, visitor, leave, extensive, power, back, provide, tutorial, boost",,
2717,11.0,"feed, news, display, podcast, rss, reader, feedburner, blogge, favorite, subscription",,
2718,199.0,"mapping, map, doodle, handy, scottish, iphone_app, area, finding, channel, woman",,
2719,17.0,"visualization, chart, graph, visualize, interactive, represent, timeline, visually, bubble, scatter",,
2720,95.0,"word, phrase, feel, dictionary, reference, extract, human, definition, sentence, machine",,
2721,172.0,"file, storage, cloud, upload, store, download, share, file_share, document, folder",,
2722,108.0,"government, vote, financial, campaign, candidate, poll, political, contribution, organization, election",,
2723,53.0,"review, rating, rank, popularity, ranking, rate, distribution, user_generated, power, recommendation",,
2724,74.0,"deal, offer, ecommerce, coupon, discount, special, buy, localization, aggregate, shopping",,
2725,61.0,"video, watch, related, watch_videos, generate, videosurf, find, dance, full, funny",,
2726,156.0,"widget, gadget, display, slideshow, desktop, homepage, embed, presentation, imageloop, google_gadget",,
2727,156.0,"widget, gadget, display, slideshow, desktop, homepage, embed, presentation, imageloop, google_gadget",,
2728,154.0,"music, lyric, song, play, playlist, artist, listen, spotify, rhapsody, rdio",,
2729,54.0,"music, artist, listen, audio, album, band, song, genre, myspace, musical",,
2730,133.0,"click, view, link, window, button, select, icon, mouse, webpage, hover",,
2731,99.0,"find, mashup, computer, pet, animal, lose, step, simply, wedding, supply",,
2732,9.0,"movie, celebrity, tv, watch, favorite, trailer, film, actor, celebritie, title",,
2733,154.0,"music, lyric, song, play, playlist, artist, listen, spotify, rhapsody, rdio",,
2734,143.0,"advertising, marketing, campaign, ad, target, affiliate, generate, referral, earn, manage",,
2735,188.0,"note, work, idea, thing, site, goal, life, main, promote, part",,
